GBIF Taxon key,GBIF scientific name,rank,kingdom_name,provided species name,speciesplusID
2479490,"Eos histrio (Statius Muller, 1776)",SPECIES,Animalia,Eos histrio,3735
2479830,"Pyrrhura caeruleiceps Todd, 1947",SPECIES,Animalia,Pyrrhura caeruleiceps,3736
2480039,"Prioniturus platurus (Vieillot, 1818)",SPECIES,Animalia,Prioniturus platurus,3737
5184523,"Gardineria philippinensis Cairns, 1989",SPECIES,Animalia,Gardineria philippinensis,3738
2259659,"Balanophyllia gemmifera Klunzinger, 1879",SPECIES,Animalia,Balanophyllia gemmifera,3739
5222258,"Tropidophis morenoi Hedges, Garrido & DÌÎaz, 2001",SPECIES,Animalia,Tropidophis morenoi,3740
2437563,"Ratufa macroura (Pennant, 1769)",SPECIES,Animalia,Ratufa macroura,3741
5222177,"Laticauda colubrina Schneider, 1799",SPECIES,Animalia,Laticauda colubrina,3742
2476875,"Metallura williami (Delattre & Bourcier, 1846)",SPECIES,Animalia,Metallura williami,3744
2482286,"Penelopina nigra (Fraser, 1852)",SPECIES,Animalia,Penelopina nigra,3745
2482172,"Crax daubentoni G. R. Gray, 1867",SPECIES,Animalia,Crax daubentoni,3747
2259439,"Stylocoeniella nikei Benzoni & Pichon, 2004",SPECIES,Animalia,Stylocoeniella nikei,3748
2433473,"Arctocephalus galapagoensis Heller, 1904",SPECIES,Animalia,Arctocephalus galapagoensis,3749
2265434,"Crypthelia balia Hickson & England, 1905",SPECIES,Animalia,Crypthelia balia,3750
2479407,"Myiopsitta monachus (Boddaert, 1783)",SPECIES,Animalia,Myiopsitta monachus,3753
5184719,"Echinopora forskaliana (Milne Edwards & Haime, 1850)",SPECIES,Animalia,Echinopora forskaliana,3754
2476048,"Stephanoxis lalandi (Vieillot, 1818)",SPECIES,Animalia,Stephanoxis lalandi,3756
2477464,"Rhynchotus rufescens (Temminck, 1815)",SPECIES,Animalia,Rhynchotus rufescens,3757
5963045,"Colobus guereza Råüppell, 1835",SPECIES,Animalia,Colobus guereza,3758
5185587,"Lepidotheca robusta Cairns, 1991",SPECIES,Animalia,Lepidotheca robusta,3759
2480362,"Torgos tracheliotus (J. R. Forster, 1796)",SPECIES,Animalia,Torgos tracheliotus,3760
5221454,"Naultinus punctatus Gray, 1843",SPECIES,Animalia,Naultinus punctatus,3762
5960673,"Cyclura pinguis Barbour, 1917",SPECIES,Animalia,Cyclura pinguis,3763
2259182,"Caryophyllia cincticulatus (Alcock, 1898)",SPECIES,Animalia,Caryophyllia cincticulatus,3764
2436620,"Allenopithecus nigroviridis (Pocock, 1907)",SPECIES,Animalia,Allenopithecus nigroviridis,3765
2259967,"Montipora incrassata (Dana, 1846)",SPECIES,Animalia,Montipora incrassata,3766
2436480,"Leontopithecus chrysopygus (Mikan, 1823)",SPECIES,Animalia,Leontopithecus chrysopygus,3767
2260259,"Flabellum politum Cairns, 1989",SPECIES,Animalia,Flabellum politum,3768
2480067,"Neopsittacus musschenbroekii (Schlegel, 1871)",SPECIES,Animalia,Neopsittacus musschenbroekii,3770
5185577,"Lepidotheca chauliostylus Cairns, 1991",SPECIES,Animalia,Lepidotheca chauliostylus,3771
2480687,"Hieraaetus spilogaster (Bonaparte, 1850)",SPECIES,Animalia,Hieraaetus spilogaster,3772
2260628,"Fungia moluccensis van der Horst, 1919",SPECIES,Animalia,Fungia moluccensis,3773
2259372,"Cryptotrochus carolinensis Cairns, 1988",SPECIES,Animalia,Cryptotrochus carolinensis,3774
2495567,"Ptilinopus marchei Oustalet, 1880",SPECIES,Animalia,Ptilinopus marchei,3775
2258266,"Antipathes atlantica Gray, 1857",SPECIES,Animalia,Antipathes atlantica,3776
2436324,"Urogale everetti (Thomas, 1892)",SPECIES,Animalia,Urogale everetti,3777
2265428,"Adelopora pseudothyron Cairns, 1982",SPECIES,Animalia,Adelopora pseudothyron,3779
2441050,"Capra falconeri (Wagner, 1839)",SPECIES,Animalia,Capra falconeri,3780
5184646,"Acropora palmerae Wells, 1954",SPECIES,Animalia,Acropora palmerae,3781
2259370,"Tropidocyathus labidus Cairns & Zibrowius, 1997",SPECIES,Animalia,Tropidocyathus labidus,3782
2446591,"Rhacodactylus ciliatus Guichenot, 1866",SPECIES,Animalia,Rhacodactylus ciliatus,3783
2259172,"Caryophyllia cornulum Cairns & Zibrowius, 1997",SPECIES,Animalia,Caryophyllia cornulum,3784
5228496,"Lesbia victoriae (Bourcier & Mulsant, 1846)",SPECIES,Animalia,Lesbia victoriae,3785
2479671,"Trichoglossus johnstoniae Hartert, 1903",SPECIES,Animalia,Trichoglossus johnstoniae,3786
2259635,"Balanophyllia europaea (Risso, 1826)",SPECIES,Animalia,Balanophyllia europaea,3787
2259683,"Dendrophyllia indica Pillai, 1969",SPECIES,Animalia,Dendrophyllia indica,3788
3834370,Boronia affinis R.Br. ex Benth.,SPECIES,Plantae,Boronia affinis,13926
2476116,"Campylopterus largipennis (Boddaert, 1783)",SPECIES,Animalia,Campylopterus largipennis,3790
5783270,"Paryphanta hochstetteri (Pfeiffer, 1862)",SPECIES,Animalia,Paryphanta hochstetteri,3791
2480516,"Harpia harpyja (Linnaeus, 1758)",SPECIES,Animalia,Harpia harpyja,3792
5227219,"Cordylus peersi Hewitt, 1932",SPECIES,Animalia,Cordylus peersi,3793
2480655,"Buteogallus meridionalis (Latham, 1790)",SPECIES,Animalia,Buteogallus meridionalis,3794
2498326,"Bucephala clangula (Linnaeus, 1758)",SPECIES,Animalia,Bucephala clangula,3795
2484624,"Vidua interjecta (Grote, 1922)",SPECIES,Animalia,Vidua interjecta,3796
2259053,"Crispatotrochus woodsi (Wells, 1964)",SPECIES,Animalia,Crispatotrochus woodsi,3797
2497921,"Tyto alba (Scopoli, 1769)",SPECIES,Animalia,Tyto alba,3798
2260151,"Goniastrea edwardsi Chevalier, 1971",SPECIES,Animalia,Goniastrea edwardsi,3800
2495724,"Drepanoptila holosericea (Temminck, 1809)",SPECIES,Animalia,Drepanoptila holosericea,3801
5184394,"Heliopathes heterorhodzos (Cooper, 1909)",SPECIES,Animalia,Heliopathes heterorhodzos,3802
5184494,"Polycyathus hodgsoni Verheij & Best, 1987",SPECIES,Animalia,Polycyathus hodgsoni,3803
2494441,"Fringilla montifringilla Linnaeus, 1758",SPECIES,Animalia,Fringilla montifringilla,3804
2258177,"Leiopathes bullosa Opresko, 1998",SPECIES,Animalia,Leiopathes bullosa,3805
5231585,"Serinus mozambicus (Statius Muller, 1776)",SPECIES,Animalia,Serinus mozambicus,3807
5184668,"Acropora divaricata (Dana, 1846)",SPECIES,Animalia,Acropora divaricata,3809
7261990,"Cebus libidinosus Spix, 1823",SPECIES,Animalia,Cebus libidinosus,3810
2429019,"Ameerega yungicola (Lè tters, Schmitz & Reichle, 2005)",SPECIES,Animalia,Ameerega yungicola,3814
2265359,"Stylaster pulcher Quelch, 1884",SPECIES,Animalia,Stylaster pulcher,3815
2260456,"Goniopora stutchburyi Wells, 1955",SPECIES,Animalia,Goniopora stutchburyi,3816
2265495,"Lepidopora clavigera Cairns, 1986",SPECIES,Animalia,Lepidopora clavigera,3817
2260276,"Flabellum transversale Moseley, 1881",SPECIES,Animalia,Flabellum transversale,3820
1937049,"Troides cuneifera (Oberthåür, 1879)",SPECIES,Animalia,Troides cuneifera,3821
2493598,"Lonchura punctulata (Linnaeus, 1758)",SPECIES,Animalia,Lonchura punctulata,3823
5220154,"Gazella gazella (Pallas, 1766)",SPECIES,Animalia,Gazella gazella,3825
2265338,"Stylaster bocki Broch, 1936",SPECIES,Animalia,Stylaster bocki,3829
5184537,"Pectinia teres Nemenzo, 1981",SPECIES,Animalia,Pectinia teres,3834
2497853,"Ninox philippensis Bonaparte, 1855",SPECIES,Animalia,Ninox philippensis,3836
5218670,"Pteropus dasymallus Temminck, 1825",SPECIES,Animalia,Pteropus dasymallus,3837
2443412,"Mauremys annamensis Siebenrock, 1903",SPECIES,Animalia,Mauremys annamensis,3838
5227993,"Lophura leucomelanos (Latham, 1790)",SPECIES,Animalia,Lophura leucomelanos,3839
5184781,"Porites lichen Dana, 1846",SPECIES,Animalia,Porites lichen,3840
2259303,"Peponocyathus dawsoni Cairns, 1995",SPECIES,Animalia,Peponocyathus dawsoni,3841
2259741,"Dichocoenia stellaris Milne Edwards & Haime, 1848",SPECIES,Animalia,Dichocoenia stellaris,3843
2476738,"Lampornis calolaemus (Salvin, 1865)",SPECIES,Animalia,Lampornis calolaemus,3845
5184464,"Heterocyathus aequicostatus Milne Edwards & Haime, 1848",SPECIES,Animalia,Heterocyathus aequicostatus,3846
2493680,"Lagonosticta senegala (Linnaeus, 1766)",SPECIES,Animalia,Lagonosticta senegala,3847
2258224,"Antipathes elegans (Thomson & Simpson, 1905)",SPECIES,Animalia,Antipathes elegans,3848
5184598,"Acropora akajimensis Veron, 1990",SPECIES,Animalia,Acropora akajimensis,3849
5184624,"Acropora parahemprichii Veron, 2002",SPECIES,Animalia,Acropora parahemprichii,3850
7262005,"Rhinopithecus roxellana Milne-Edwards, 1870",SPECIES,Animalia,Rhinopithecus roxellana,3851
2476635,"Phaethornis nattereri Berlepsch, 1887",SPECIES,Animalia,Phaethornis nattereri,3852
5232132,"Glaucidium griseiceps Sharpe, 1875",SPECIES,Animalia,Glaucidium griseiceps,3854
2260590,"Ctenactis crassa (Dana, 1846)",SPECIES,Animalia,Ctenactis crassa,3855
2447501,"Phelsuma gigas LiÌönard, 1842",SPECIES,Animalia,Phelsuma gigas,3857
2476573,"Phaethornis superciliosus (Linnaeus, 1766)",SPECIES,Animalia,Phaethornis superciliosus,3859
2497816,"Ninox rudolfi A. B. Meyer, 1882",SPECIES,Animalia,Ninox rudolfi,3860
2265507,"Lepidopora cryptocymas Cairns, 1985",SPECIES,Animalia,Lepidopora cryptocymas,3861
2265290,"Stenohelia echinata Eguchi, 1968",SPECIES,Animalia,Stenohelia echinata,3863
2494894,"Parotia lawesii Ramsay, 1885",SPECIES,Animalia,Parotia lawesii,3864
2453458,"Atretium schistosum Daudin, 1803",SPECIES,Animalia,Atretium schistosum,3868
2481000,"Falco mexicanus Schlegel, 1850",SPECIES,Animalia,Falco mexicanus,3870
2259148,"Trochocyathus wellsi Cairns, 2004",SPECIES,Animalia,Trochocyathus wellsi,3871
2258909,"Psammocora explanulata van der Horst, 1922",SPECIES,Animalia,Psammocora explanulata,3872
5784808,"Acropora meridiana Nemenzo, 1971",SPECIES,Animalia,Acropora meridiana,3873
2153428,"Brachypelma hamorii Tesmoingt, Cleton & Verdez, 1997",SPECIES,Animalia,Brachypelma hamorii,3875
2480170,"Glossopsitta concinna (Shaw, 1791)",SPECIES,Animalia,Glossopsitta concinna,3877
5959231,"Ara ararauna (Linnaeus, 1758)",SPECIES,Animalia,Ara ararauna,3879
5229038,"Psittacula longicauda (Boddaert, 1783)",SPECIES,Animalia,Psittacula longicauda,3880
7261423,"Capricornis milneedwardsii David, 1869",SPECIES,Animalia,Capricornis milneedwardsii,3881
2259715,"Rhizopsammia compacta Sheppard & Sheppard, 1991",SPECIES,Animalia,Rhizopsammia compacta,3882
2436389,"Callicebus olallae Lè nnberg, 1939",SPECIES,Animalia,Callicebus olallae,3884
5739298,"Aegolius funereus (Linnaeus, 1758)",SPECIES,Animalia,Aegolius funereus,3885
5219582,"Cercopithecus campbelli Waterhouse, 1838",SPECIES,Animalia,Cercopithecus campbelli,3887
2259192,"Caryophyllia spinicarens (Moseley, 1881)",SPECIES,Animalia,Caryophyllia spinicarens,3889
2465353,"Python breitensteini Steindachner, 1881",SPECIES,Animalia,Python breitensteini,3890
2265451,"Crypthelia insolita Cairns, 1986",SPECIES,Animalia,Crypthelia insolita,3891
2476905,"Discosura longicaudus (Gmelin, 1788)",SPECIES,Animalia,Discosura longicaudus,3892
2479951,"Poicephalus gulielmi (Jardine, 1849)",SPECIES,Animalia,Poicephalus gulielmi,3893
2480087,"Psephotus pulcherrimus (Gould, 1845)",SPECIES,Animalia,Psephotus pulcherrimus,3894
2260178,"Oulophyllia crispa (Lamarck, 1816)",SPECIES,Animalia,Oulophyllia crispa,3897
2259606,"Enallopsammia rostrata (PourtalÌÜs, 1878)",SPECIES,Animalia,Enallopsammia rostrata,3898
2481035,"Falco subbuteo Linnaeus, 1758",SPECIES,Animalia,Falco subbuteo,3900
2447503,"Phelsuma robertmertensi Meier, 1980",SPECIES,Animalia,Phelsuma robertmertensi,3901
2476548,"Thalurania glaucopis (Gmelin, 1788)",SPECIES,Animalia,Thalurania glaucopis,3903
2441005,"Ammotragus lervia (Pallas, 1777)",SPECIES,Animalia,Ammotragus lervia,3905
2259262,"Rhizosmilia maculata (PourtalÌÜs, 1874)",SPECIES,Animalia,Rhizosmilia maculata,3907
2480553,"Buteo brachyurus Vieillot, 1816",SPECIES,Animalia,Buteo brachyurus,3908
5784812,"Astreopora scabra Lamberts, 1982",SPECIES,Animalia,Astreopora scabra,3910
2259665,"Balanophyllia elegans Verrill, 1864",SPECIES,Animalia,Balanophyllia elegans,3911
5232101,"Glaucidium castanopterum (Horsfield, 1821)",SPECIES,Animalia,Glaucidium castanopterum,3912
7262070,"Gorilla beringei Matschie, 1903",SPECIES,Animalia,Gorilla beringei,3913
2259329,"Deltocyathoides orientalis (Duncan, 1876)",SPECIES,Animalia,Deltocyathoides orientalis,3915
2153435,"Brachypelma emilia (White, 1856)",SPECIES,Animalia,Brachypelma emilia,3916
2476100,"Chlorostilbon swainsonii (Lesson, 1829)",SPECIES,Animalia,Chlorostilbon swainsonii,3917
5220081,"Lagenorhynchus albirostris (Gray, 1846)",SPECIES,Animalia,Lagenorhynchus albirostris,3918
2495427,"Columba bollii Godman, 1872",SPECIES,Animalia,Columba bollii,3919
2436603,"Macaca fascicularis (Raffles, 1821)",SPECIES,Animalia,Macaca fascicularis,3920
2492273,"Cnemophilus macgregorii De Vis, 1890",SPECIES,Animalia,Cnemophilus macgregorii,3921
2481005,"Falco punctatus Temminck, 1821",SPECIES,Animalia,Falco punctatus,3922
5184766,"Porites lobata Dana, 1846",SPECIES,Animalia,Porites lobata,3923
2442782,"Podocnemis unifilis Troschel, 1848",SPECIES,Animalia,Podocnemis unifilis,3924
5219459,"Macrotis leucura (Thomas, 1887)",SPECIES,Animalia,Macrotis leucura,3925
2265508,"Lepidopora diffusa Boschma, 1963",SPECIES,Animalia,Lepidopora diffusa,3927
2440898,"Tapirus terrestris (Linnaeus, 1758)",SPECIES,Animalia,Tapirus terrestris,3928
5228232,"Balearica pavonina (Linnaeus, 1758)",SPECIES,Animalia,Balearica pavonina,3929
5843275,"Phelsuma kochi Mertens, 1954",SPECIES,Animalia,Phelsuma kochi,3930
2421606,"Scaphiophryne gottlebei Busse & Bè hme, 1992",SPECIES,Animalia,Scaphiophryne gottlebei,3932
2265432,"Crypthelia micropoma Cairns, 1985",SPECIES,Animalia,Crypthelia micropoma,3935
2265542,"Distichopora dispar Cairns, 1991",SPECIES,Animalia,Distichopora dispar,3937
2450369,"Trachyboa boulengeri Peracca, 1910",SPECIES,Animalia,Trachyboa boulengeri,3938
4262619,"Capricornis rubidus Blyth, 1863",SPECIES,Animalia,Capricornis rubidus,3939
2449214,"Bradypodion transvaalense Fitzsimons, 1930",SPECIES,Animalia,Bradypodion transvaalense,3940
2259000,"Phyllangia granulata Koch, 1886",SPECIES,Animalia,Phyllangia granulata,3941
2265446,"Crypthelia stenopoma (Hickson & England, 1905)",SPECIES,Animalia,Crypthelia stenopoma,3943
2479101,"Aratinga cactorum (Kuhl, 1820)",SPECIES,Animalia,Aratinga cactorum,3944
2444260,"Porthidium nasutum Bocourt, 1868",SPECIES,Animalia,Porthidium nasutum,3945
2259583,"Cladopsammia willeyi (Gardiner, 1899)",SPECIES,Animalia,Cladopsammia willeyi,3946
2480876,"Egretta garzetta (Linnaeus, 1766)",SPECIES,Animalia,Egretta garzetta,3947
2479636,"Amazona mercenaria (Tschudi, 1844)",SPECIES,Animalia,Amazona mercenaria,3948
5224602,"Amblyrhynchus cristatus Bell, 1825",SPECIES,Animalia,Amblyrhynchus cristatus,3950
2497522,"Strix nebulosa J. R. Forster, 1772",SPECIES,Animalia,Strix nebulosa,3952
2474873,"Neotis heuglinii (Hartlaub, 1859)",SPECIES,Animalia,Neotis heuglinii,3953
5219527,"Chiropotes satanas (Hoffmannsegg, 1807)",SPECIES,Animalia,Chiropotes satanas,3956
5220011,"Hyperoodon planifrons Flower, 1882",SPECIES,Animalia,Hyperoodon planifrons,3957
2259522,"Echinophyllia echinoporoides Veron & Pichon, 1979",SPECIES,Animalia,Echinophyllia echinoporoides,3958
5224050,"Ptyas korros Schlegel, 1837",SPECIES,Animalia,Ptyas korros,3960
2492361,"Plocepasser superciliosus (Cretzschmar, 1827)",SPECIES,Animalia,Plocepasser superciliosus,3963
5232081,"Glaucidium bolivianum C. Koenig, 1991",SPECIES,Animalia,Glaucidium bolivianum,3965
2449315,"Brookesia ramanantsoai Brygoo, 1975",SPECIES,Animalia,Brookesia ramanantsoai,3966
2479593,"Nestor notabilis Gould, 1856",SPECIES,Animalia,Nestor notabilis,3968
2494053,"Ploceus nigricollis (Vieillot, 1805)",SPECIES,Animalia,Ploceus nigricollis,3969
2260431,"Alveopora marionensis Veron & Pichon, 1982",SPECIES,Animalia,Alveopora marionensis,3970
2265415,"Stylaster gemmascens (Esper, 1794)",SPECIES,Animalia,Stylaster gemmascens,3971
2443122,"Glyptemys muhlenbergii Schoepff, 1801",SPECIES,Animalia,Glyptemys muhlenbergii,3972
5212973,"Anguilla anguilla (Linnaeus, 1758)",SPECIES,Animalia,Anguilla anguilla,3973
2440709,"Balaenoptera borealis Lesson, 1828",SPECIES,Animalia,Balaenoptera borealis,3975
2260362,"Blastomussa wellsi Wijsman-Best, 1973",SPECIES,Animalia,Blastomussa wellsi,3976
5228570,"Hylocharis sapphirina (Gmelin, 1788)",SPECIES,Animalia,Hylocharis sapphirina,3977
2259266,"Dasmosmilia variegata (PourtalÌÜs, 1871)",SPECIES,Animalia,Dasmosmilia variegata,3978
2495694,"Streptopelia vinacea (Gmelin, 1789)",SPECIES,Animalia,Streptopelia vinacea,3979
2429093,"Ranitomeya ventrimaculata (Shreve, 1935)",SPECIES,Animalia,Ranitomeya ventrimaculata,3980
5229099,"Cyanoramphus saisseti J. Verreaux & Des Murs, 1860",SPECIES,Animalia,Cyanoramphus saisseti,3982
5184615,"Acropora cylindrica Veron & Fenner, 2002",SPECIES,Animalia,Acropora cylindrica,3985
5184757,"Porites decasepta Claereboudt, 2007",SPECIES,Animalia,Porites decasepta,3988
2491899,"Gubernatrix cristata (Vieillot, 1817)",SPECIES,Animalia,Gubernatrix cristata,3989
5784802,"Acropora plana Nemenzo, 1967",SPECIES,Animalia,Acropora plana,3990
5784807,"Acropora elegantula (Ortmann, 1889)",SPECIES,Animalia,Acropora elegantula,3991
2441461,"Testudo graeca Linnaeus, 1758",SPECIES,Animalia,Testudo graeca,3993
2258411,"Myriopathes rugosa (Thomson & Simpson, 1905)",SPECIES,Animalia,Myriopathes rugosa,3994
2493479,"Garrulax canorus (Linnaeus, 1758)",SPECIES,Animalia,Garrulax canorus,3995
2260571,"Galaxea paucisepta Claereboudt, 1990",SPECIES,Animalia,Galaxea paucisepta,3997
2493640,"Spermophaga haematina (Vieillot, 1807)",SPECIES,Animalia,Spermophaga haematina,3999
5782908,"Achatinella byronii (Wood, 1828)",SPECIES,Animalia,Achatinella byronii,4000
2259962,"Montipora crassituberculata Bernard, 1897",SPECIES,Animalia,Montipora crassituberculata,4002
2288159,"Lampsilis virescens (I. Lea, 1858)",SPECIES,Animalia,Lampsilis virescens,4006
5218653,"Pteropus tuberculatus Peters, 1869",SPECIES,Animalia,Pteropus tuberculatus,4008
2448906,"Calumma furcifer Methuen & Hewitt, 1913",SPECIES,Animalia,Calumma furcifer,4009
5184654,"Acropora gemmifera (Brook, 1892)",SPECIES,Animalia,Acropora gemmifera,4010
2265436,"Crypthelia curvata Cairns, 1991",SPECIES,Animalia,Crypthelia curvata,4011
2260606,"Fungia cyclolites Lamarck, 1816",SPECIES,Animalia,Fungia cyclolites,4012
2474936,"Anthropoides virgo (Linnaeus, 1758)",SPECIES,Animalia,Anthropoides virgo,4013
5222257,"Tropidophis wrighti Stull, 1928",SPECIES,Animalia,Tropidophis wrighti,4014
2489514,"Pitta guajana (Statius Muller, 1776)",SPECIES,Animalia,Pitta guajana,4015
5219573,"Cercopithecus nictitans (Linnaeus, 1766)",SPECIES,Animalia,Cercopithecus nictitans,4016
5232192,"Otus marshalli Weske & Terborgh, 1981",SPECIES,Animalia,Otus marshalli,4017
2479898,"Cacatua moluccensis (Gmelin, 1788)",SPECIES,Animalia,Cacatua moluccensis,4019
2259157,"Caryophyllia octonaria Cairns & Zibrowius, 1997",SPECIES,Animalia,Caryophyllia octonaria,4020
2440314,"Inia geoffrensis (Blainville, 1817)",SPECIES,Animalia,Inia geoffrensis,4021
5229086,"Tanygnathus sumatranus (Raffles, 1822)",SPECIES,Animalia,Tanygnathus sumatranus,4022
5184772,"Porites rugosa Fenner & Veron, 2002",SPECIES,Animalia,Porites rugosa,4023
2447530,"Phelsuma inexpectata Mertens, 1966",SPECIES,Animalia,Phelsuma inexpectata,4024
5786142,"Cebus flavius (Schreber, 1774)",SPECIES,Animalia,Cebus flavius,4025
2260145,"Goniastrea aspera (Verrill, 1865)",SPECIES,Animalia,Goniastrea aspera,4026
2498017,"Anser albifrons (Scopoli, 1769)",SPECIES,Animalia,Anser albifrons,4027
5228575,"Chaetocercus heliodor (Bourcier, 1840)",SPECIES,Animalia,Chaetocercus heliodor,4028
2479840,"Pyrrhura frontalis (Vieillot, 1818)",SPECIES,Animalia,Pyrrhura frontalis,4031
2258138,"Acanthopathes undulata (van Pesch, 1914)",SPECIES,Animalia,Acanthopathes undulata,4032
2498258,"Aythya innotata (Salvadori, 1894)",SPECIES,Animalia,Aythya innotata,4033
5219806,"Pseudomys occidentalis Tate, 1951",SPECIES,Animalia,Pseudomys occidentalis,4035
2480385,"Gyps indicus (Scopoli, 1786)",SPECIES,Animalia,Gyps indicus,4036
2470666,"Varanus telenesetes Sprackland, 1991",SPECIES,Animalia,Varanus telenesetes,4037
2440407,"Mesoplodon traversii (Gray, 1874)",SPECIES,Animalia,Mesoplodon traversii,4039
5218665,"Pteropus insularis Hombron & Jacquinot, 1842",SPECIES,Animalia,Pteropus insularis,4040
2493662,"Estrilda troglodytes (Lichtenstein, 1823)",SPECIES,Animalia,Estrilda troglodytes,4041
2475916,"Rhyticeros undulatus (Shaw, 1811)",SPECIES,Animalia,Rhyticeros undulatus,4043
2443104,"Graptemys gibbonsi Lovich & Mccoy, 1992",SPECIES,Animalia,Graptemys gibbonsi,4047
2476733,"Lampornis viridipallens (Bourcier & Mulsant, 1846)",SPECIES,Animalia,Lampornis viridipallens,4048
2258399,"Abyssopathes lyriformis Opresko, 2002",SPECIES,Animalia,Abyssopathes lyriformis,4049
5220162,"Kobus leche Gray, 1850",SPECIES,Animalia,Kobus leche,4050
2260253,"Flabellum magnificum Marenzeller, 1904",SPECIES,Animalia,Flabellum magnificum,4051
2440896,"Tapirus indicus Desmarest, 1819",SPECIES,Animalia,Tapirus indicus,4052
2263694,"Tubipora musica Linnaeus, 1758",SPECIES,Animalia,Tubipora musica,4053
5184488,"Paracyathus pruinosus Alcock, 1902",SPECIES,Animalia,Paracyathus pruinosus,4054
2479862,"Aprosmictus erythropterus (Gmelin, 1788)",SPECIES,Animalia,Aprosmictus erythropterus,4055
2480157,"Cyclopsitta diophthalma (Hombron & Jacquinot, 1841)",SPECIES,Animalia,Cyclopsitta diophthalma,4056
2476953,"Heliodoxa imperatrix (Gould, 1856)",SPECIES,Animalia,Heliodoxa imperatrix,4059
2436409,"Cacajao melanocephalus (Humboldt, 1812)",SPECIES,Animalia,Cacajao melanocephalus,4060
2440328,"Lipotes vexillifer Miller, 1918",SPECIES,Animalia,Lipotes vexillifer,4061
2441866,"Dermochelys coriacea Vandelli, 1761",SPECIES,Animalia,Dermochelys coriacea,4062
1,Animalia,KINGDOM,Animalia,Andinobates fulguritus,4063
2476588,"Phaethornis yaruqui (Bourcier, 1851)",SPECIES,Animalia,Phaethornis yaruqui,4064
4818567,"Trioceros Swainson, 1839",GENUS,Animalia,Trioceros wiedersheimi,4065
2449313,"Brookesia brygooi Raxworthy & Nussbaum, 1995",SPECIES,Animalia,Brookesia brygooi,4066
2260152,"Goniastrea australensis (Milne Edwards & Haime, 1857)",SPECIES,Animalia,Goniastrea australensis,4068
4267239,"Lagothrix poeppigii Schinz, 1844",SPECIES,Animalia,Lagothrix poeppigii,4069
5219984,"Macropus parma Waterhouse, 1846",SPECIES,Animalia,Macropus parma,4070
2265533,"Distichopora coccinea Gray, 1860",SPECIES,Animalia,Distichopora coccinea,4071
2477005,"Lophornis delattrei (Lesson, 1839)",SPECIES,Animalia,Lophornis delattrei,4072
2260309,"Indophyllia macassarensis Best & Hoeksema, 1987",SPECIES,Animalia,Indophyllia macassarensis,4073
2479243,"Micropsitta meeki Rothschild & Hartert, 1914",SPECIES,Animalia,Micropsitta meeki,4074
5231672,"Macgregoria pulchra De Vis, 1897",SPECIES,Animalia,Macgregoria pulchra,4075
5201072,"Hippocampus capensis Boulenger, 1900",SPECIES,Animalia,Hippocampus capensis,4076
2476220,"Heliothryx auritus (J. F. Gmelin, 1788)",SPECIES,Animalia,Heliothryx auritus,4077
5184562,"Astreopora incrustans Bernard, 1896",SPECIES,Animalia,Astreopora incrustans,4078
5784796,"Acropora bifurcata Nemenzo, 1971",SPECIES,Animalia,Acropora bifurcata,4079
2429090,"Ranitomeya uakarii (Brown, Schulte & Summers, 2006)",SPECIES,Animalia,Ranitomeya uakarii,4080
5184743,"Monomyces rubrum (Quoy & Gaimard, 1833)",SPECIES,Animalia,Monomyces rubrum,4081
2474942,"Grus vipio Pallas, 1811",SPECIES,Animalia,Grus vipio,4082
2475930,"Anorrhinus galeritus (Temminck, 1831)",SPECIES,Animalia,Anorrhinus galeritus,4083
5219635,"Manis tricuspis Rafinesque, 1821",SPECIES,Animalia,Manis tricuspis,4085
5782920,"Achatinella pupukanioe Pilsbry & Cooke, 1914",SPECIES,Animalia,Achatinella pupukanioe,4086
2479576,"Brotogeris cyanoptera (Pelzeln, 1870)",SPECIES,Animalia,Brotogeris cyanoptera,4088
1937512,"Trogonoptera trojana (Honrath, 1886)",SPECIES,Animalia,Trogonoptera trojana,4089
6472314,"Antipathes dubia (Brook, 1889)",SPECIES,Animalia,Antipathes dubia,4091
2476903,"Discosura popelairii (Du Bus de Gisignies, 1846)",SPECIES,Animalia,Discosura popelairii,4093
2259173,"Caryophyllia inornata (Duncan, 1878)",SPECIES,Animalia,Caryophyllia inornata,4095
5220309,"Pyxis arachnoides Bell, 1827",SPECIES,Animalia,Pyxis arachnoides,4096
2258379,"Bathypathes seculata Opresko, 2005",SPECIES,Animalia,Bathypathes seculata,4097
2480552,"Buteo polyosoma (Quoy & Gaimard, 1824)",SPECIES,Animalia,Buteo polyosoma,4098
5218017,"Phyllobates lugubris (Schmidt, 1857)",SPECIES,Animalia,Phyllobates lugubris,4099
2259534,"Hydnophora rigida (Dana, 1846)",SPECIES,Animalia,Hydnophora rigida,4100
2260588,"Ctenactis albitentaculata Hoeksema, 1989",SPECIES,Animalia,Ctenactis albitentaculata,4101
2260260,"Flabellum deludens Marenzeller, 1904",SPECIES,Animalia,Flabellum deludens,4102
2265456,"Crypthelia cymas Cairns, 1986",SPECIES,Animalia,Crypthelia cymas,4103
5228484,"Colibri serrirostris (Vieillot, 1816)",SPECIES,Animalia,Colibri serrirostris,4104
2440237,"Burramys parvus Broom, 1896",SPECIES,Animalia,Burramys parvus,4105
