id,locality,countryCode,establishmentMeans,occurrenceRemarks
102855,Goiás;Paraná;Bahia;Rio Grande do Sul;São Paulo;Minas Gerais,BR,NATIVA,
124225,Bahia,BR,NATIVA,
32552,Mato Grosso;Mato Grosso do Sul;Goiás;Distrito Federal;São Paulo;Maranhão;Minas Gerais;Bahia,BR,NATIVA,
127999,Mato Grosso do Sul;Paraná,BR,NATIVA,
116234,Maranhão;Sergipe;Piauí;Pernambuco;Ceará;Bahia;Minas Gerais,BR,NATIVA,
128393,Bahia;Pernambuco,BR,NATIVA,
17020,Goiás;Maranhão;Mato Grosso;Mato Grosso do Sul;Pernambuco,BR,NATIVA,
7029,Mato Grosso;Paraná;Rio Grande do Sul;Santa Catarina;Minas Gerais;Rio de Janeiro;Bahia;Mato Grosso do Sul;Goiás;São Paulo,BR,NATIVA,
116255,Rio Grande do Norte;Pernambuco;Distrito Federal;Goiás;Paraíba;Mato Grosso;Sergipe;Alagoas;Bahia,BR,NATIVA,
12890,Pará;Bahia;Minas Gerais;Rio de Janeiro;São Paulo;Mato Grosso do Sul;Pernambuco;Piauí;Goiás;Distrito Federal;Paraná;Espírito Santo;Santa Catarina,BR,NATIVA,
25965,Mato Grosso do Sul;Acre;Rondônia;Bahia;São Paulo;Mato Grosso,BR,NATIVA,
17001,Ceará;Sergipe;Bahia;Alagoas;Amazonas;Mato Grosso;Mato Grosso do Sul;Rio Grande do Norte;Goiás;Minas Gerais;Piauí;Pernambuco;Paraíba,BR,NATIVA,
68492,Espírito Santo,BR,NATIVA,
68489,Espírito Santo,BR,NATIVA,
68491,Espírito Santo;Santa Catarina;São Paulo,BR,NATIVA,
121210,São Paulo,BR,NATIVA,
32784,Roraima;Goiás;Mato Grosso do Sul;Mato Grosso;Acre;Pará;Minas Gerais,BR,NATIVA,
32785,Mato Grosso do Sul;Mato Grosso,BR,NATIVA,
25964,Mato Grosso;Bahia;Alagoas;Roraima;Pará;Amapá;Amazonas;Acre;São Paulo;Rio de Janeiro;Minas Gerais;Rio Grande do Sul;Paraná;Piauí;Paraíba;Maranhão;Distrito Federal;Goiás;Mato Grosso do Sul;Ceará,BR,NATIVA,
86699,Roraima;Acre;Mato Grosso;Mato Grosso do Sul;São Paulo;Minas Gerais;Santa Catarina;Rio Grande do Sul;Piauí,BR,NATIVA,
9997,Amazonas;Minas Gerais;Rio de Janeiro;Paraná;Bahia;Pará;Amapá;Acre;Mato Grosso;São Paulo;Santa Catarina;Rio Grande do Sul;Espírito Santo,BR,NATIVA,
6920,Minas Gerais;Bahia;Espírito Santo;Ceará;Pernambuco,BR,NATIVA,
19739,Rio de Janeiro;Distrito Federal;Rio Grande do Sul;Santa Catarina;Espírito Santo;Acre;Minas Gerais;Mato Grosso;Goiás;São Paulo;Ceará;Maranhão;Paraná;Bahia;Pará,BR,NATIVA,
107039,Amazonas,BR,NATIVA,
127250,Bahia;São Paulo;Rio de Janeiro;Espírito Santo;Mato Grosso,BR,NATIVA,
127900,Minas Gerais,BR,NATIVA,
6940,Rio de Janeiro,BR,NATIVA,
6478,Espírito Santo,BR,NATIVA,
121820,Espírito Santo,BR,NATIVA,
115545,Paraná;Santa Catarina;Rio Grande do Sul,BR,NATIVA,
6449,Rio de Janeiro,BR,NATIVA,
19738,Acre;Espírito Santo;Bahia;Pará;Amapá;Amazonas,BR,NATIVA,
13434,São Paulo;Mato Grosso;Roraima;Tocantins;Bahia;Maranhão;Pernambuco;Paraná;Distrito Federal;Goiás;Mato Grosso do Sul;Minas Gerais,BR,NATIVA,
17179,Pará;Paraíba;Bahia;Alagoas;Tocantins;Rio Grande do Norte;Santa Catarina;Amazonas;Pernambuco;Goiás;São Paulo;Piauí;Minas Gerais;Espírito Santo;Maranhão;Ceará;Distrito Federal;Paraná;Sergipe;Roraima;Rondônia;Amapá;Rio Grande do Sul;Acre;Mato Grosso;Mato Grosso do Sul;Rio de Janeiro,BR,NATIVA,
5985,Bahia,BR,NATIVA,
10507,Bahia;Minas Gerais;Santa Catarina;Paraná;Pernambuco;Rio de Janeiro;Alagoas;Mato Grosso;São Paulo;Espírito Santo,BR,NATIVA,
19136,,BR,NATIVA,
101055,São Paulo;Rio de Janeiro,BR,NATIVA,
121818,Espírito Santo,BR,NATIVA,
6463,Espírito Santo,BR,NATIVA,
6425,Minas Gerais,BR,NATIVA,
34950,Roraima;Amazonas,BR,NATIVA,
125657,Rio Grande do Sul;Mato Grosso do Sul,BR,NATIVA,
83739,Bahia;Mato Grosso;Goiás;Mato Grosso do Sul;Distrito Federal;Maranhão;Minas Gerais,BR,NATIVA,
14536,Rio Grande do Sul;Santa Catarina,BR,NATIVA,
34412,Minas Gerais,BR,NATIVA,
5992,Rio de Janeiro;Espírito Santo,BR,NATIVA,
17224,Alagoas;Bahia;Rio Grande do Norte;Piauí;Sergipe;Pernambuco;Paraíba;Ceará,BR,NATIVA,
6038,Bahia,BR,NATIVA,
5995,Bahia,BR,NATIVA,
5996,Bahia,BR,NATIVA,
5997,Rio de Janeiro,BR,NATIVA,
119963,Pernambuco;São Paulo;Rio de Janeiro,BR,NATIVA,
5999,Espírito Santo,BR,NATIVA,
115677,Alagoas;Sergipe;Rio Grande do Norte;Pernambuco;Paraíba;Maranhão;Mato Grosso do Sul,BR,NATIVA,
4364,Rio Grande do Sul;Santa Catarina,BR,NATIVA,
94422,Ceará;Minas Gerais,BR,,
6007,Rio de Janeiro;Espírito Santo,BR,NATIVA,
6008,Espírito Santo,BR,NATIVA,
6024,Espírito Santo,BR,NATIVA,
94417,Minas Gerais;Rio de Janeiro,BR,,
6010,Espírito Santo,BR,NATIVA,
108102,Roraima;Amazonas;Mato Grosso do Sul;São Paulo;Goiás;Rio Grande do Sul;Rio de Janeiro,BR,NATIVA,
16582,Bahia,BR,NATIVA,
125659,Paraná;Espírito Santo;São Paulo,BR,NATIVA,
5994,Bahia;Espírito Santo,BR,NATIVA,
6019,Bahia,BR,NATIVA,
6020,Espírito Santo,BR,NATIVA,
6021,Espírito Santo,BR,NATIVA,
6022,Espírito Santo,BR,NATIVA,
6023,Minas Gerais,BR,NATIVA,
121034,Rio de Janeiro;São Paulo,BR,NATIVA,
6025,,BR,NATIVA,
121804,Espírito Santo,BR,NATIVA,
6000,Minas Gerais,BR,NATIVA,
6001,Espírito Santo,BR,NATIVA,
6002,Bahia,BR,NATIVA,
6003,Espírito Santo;Bahia,BR,NATIVA,
6004,Espírito Santo,BR,NATIVA,
34295,Bahia,BR,NATIVA,
6005,Rio de Janeiro,BR,NATIVA,
6037,Minas Gerais,BR,NATIVA,
121779,Rio de Janeiro;Paraná;Espírito Santo;Santa Catarina;São Paulo,BR,NATIVA,
6040,Rio de Janeiro,BR,NATIVA,
6041,Espírito Santo,BR,NATIVA,
47266,São Paulo,BR,NATIVA,
34301,Minas Gerais,BR,NATIVA,
6056,Paraná,BR,NATIVA,
119828,Minas Gerais,BR,NATIVA,
96311,Santa Catarina;Pernambuco;Paraná;Rio Grande do Sul;Espírito Santo;Minas Gerais;Rio de Janeiro;São Paulo,BR,NATIVA,
6012,Espírito Santo,BR,NATIVA,
6013,Minas Gerais,BR,NATIVA,
6014,Espírito Santo,BR,NATIVA,
6015,Espírito Santo,BR,NATIVA,
34297,,BR,NATIVA,
6016,Espírito Santo,BR,NATIVA,
34298,Minas Gerais,BR,NATIVA,
27626,Minas Gerais,BR,NATIVA,
6017,Espírito Santo,BR,NATIVA,
6018,Espírito Santo,BR,NATIVA,
111306,Espírito Santo;Rio Grande do Sul;Sergipe;Paraná;Santa Catarina;Rio de Janeiro;São Paulo;Minas Gerais,BR,NATURALIZADA,
125650,São Paulo;Minas Gerais;Paraná,BR,NATIVA,
6027,Espírito Santo,BR,NATIVA,
6028,Espírito Santo,BR,NATIVA,
6029,Bahia,BR,NATIVA,
6030,Espírito Santo,BR,NATIVA,
34300,Minas Gerais,BR,NATIVA,
6031,Bahia,BR,NATIVA,
107030,Rio Grande do Sul;Rio Grande do Norte;Pernambuco;Rio de Janeiro;São Paulo;Santa Catarina;Espírito Santo;Paraná;Bahia;Maranhão;Pará,BR,NATIVA,
6033,Espírito Santo,BR,NATIVA,
6034,Bahia,BR,NATIVA,
6035,Espírito Santo,BR,NATIVA,
6036,Espírito Santo,BR,NATIVA,
86385,Amazonas;Pará,BR,NATIVA,
6042,Bahia,BR,NATIVA,
6043,Bahia,BR,NATIVA,
121806,Bahia,BR,NATIVA,
27627,Minas Gerais,BR,NATIVA,
16586,Bahia,BR,NATIVA,
6044,Espírito Santo,BR,NATIVA,
118128,São Paulo,BR,NATIVA,
123633,São Paulo,BR,NATIVA,
119696,Minas Gerais,BR,NATIVA,
34458,,,,NAO_OCORoraimaE_BRASIL
86373,Amazonas;Acre;Pará;Amapá;Roraima,BR,NATIVA,
5183,Rio de Janeiro;Mato Grosso do Sul;Paraná;Rio Grande do Sul;São Paulo;Santa Catarina;Minas Gerais,BR,NATIVA,
123496,São Paulo,BR,NATIVA,
34304,Amapá,BR,NATIVA,
34309,Rio Grande do Sul,BR,NATIVA,
16590,,BR,NATIVA,
34310,Goiás,BR,NATIVA,
12518,Paraíba;Distrito Federal;Goiás;Mato Grosso do Sul;Mato Grosso;Pará;Alagoas;Bahia;Ceará;Minas Gerais;São Paulo;Pernambuco;Rio Grande do Norte,BR,NATIVA,
32133,Goiás;Mato Grosso;Mato Grosso do Sul;Tocantins;Piauí,BR,NATIVA,
34440,Amazonas,BR,NATIVA,
106063,Rio de Janeiro;Espírito Santo;Bahia,BR,NATIVA,
27632,Mato Grosso,BR,NATIVA,
86376,Maranhão;Amazonas;Pará;Rondônia,BR,NATIVA,
16587,Bahia,BR,NATIVA,
12511,Minas Gerais,BR,NATIVA,
88142,Amazonas,BR,NATIVA,
27635,Goiás,BR,NATIVA,
91364,São Paulo;Distrito Federal;Goiás;Acre;Amazonas;Rondônia;Rio de Janeiro;Minas Gerais;Espírito Santo;Santa Catarina;Rio Grande do Sul;Paraná;Pernambuco;Bahia,BR,NATIVA,
104320,Minas Gerais;Mato Grosso do Sul;Rio de Janeiro;Santa Catarina;São Paulo;Bahia;Pernambuco;Paraná;Rio Grande do Sul;Mato Grosso,BR,NATIVA,
16612,Pernambuco;Ceará;Maranhão;Paraíba;Piauí;Rio Grande do Norte;Sergipe;Minas Gerais;Alagoas;Bahia,BR,NATIVA,
34318,Minas Gerais,BR,NATIVA,
27684,Minas Gerais,BR,NATIVA,
34319,Minas Gerais,BR,NATIVA,
27643,Goiás,BR,NATIVA,
27644,,,,NAO_OCORoraimaE_BRASIL
102166,Espírito Santo;Santa Catarina;Rio Grande do Sul;Paraná;Minas Gerais;São Paulo;Pará;Distrito Federal,BR,,
27637,Mato Grosso do Sul;Mato Grosso,BR,NATIVA,
27638,Goiás,BR,NATIVA,
6057,Rio Grande do Sul,BR,NATIVA,
27639,Paraná,BR,NATIVA,
6058,Minas Gerais,BR,NATIVA,
16589,Bahia,BR,NATIVA,
6059,Rio Grande do Sul;Santa Catarina,BR,NATIVA,
34307,Rio Grande do Sul,BR,NATIVA,
16610,,BR,NATIVA,
6060,Santa Catarina;Paraná,BR,NATIVA,
34308,Minas Gerais,BR,NATIVA,
6334,Santa Catarina;Alagoas;Mato Grosso;Mato Grosso do Sul;Goiás;Distrito Federal;Bahia;Minas Gerais;Rio de Janeiro;São Paulo;Paraná;Sergipe;Pernambuco;Ceará;Espírito Santo,BR,NATIVA,
6066,Rio Grande do Sul,BR,NATIVA,
27647,Mato Grosso,BR,NATIVA,
34322,Minas Gerais,BR,NATIVA,
34323,Rio Grande do Sul,BR,NATIVA,
27641,Goiás,BR,NATIVA,
34313,Mato Grosso,BR,NATIVA,
34314,Mato Grosso do Sul,BR,NATIVA,
34315,,,,NAO_OCORoraimaE_BRASIL
27642,Mato Grosso;Mato Grosso do Sul,BR,NATIVA,
6064,Paraná,BR,NATIVA,
34317,Paraná,BR,NATIVA,
11651,Rio de Janeiro;Minas Gerais;Sergipe;São Paulo;Pernambuco;Tocantins;Distrito Federal;Paraíba;Alagoas;Goiás;Bahia,BR,NATIVA,
6063,Paraná,BR,NATIVA,
126356,Pará,BR,NATIVA,
27701,Pará;Mato Grosso;Bahia;Tocantins,BR,NATIVA,
25107,Bahia,BR,NATIVA,
27655,Minas Gerais,BR,NATIVA,
96986,Goiás;Rondônia;Distrito Federal;Roraima;Alagoas;Bahia;Mato Grosso;Amazonas;Pará;São Paulo;Minas Gerais;Pernambuco,BR,NATIVA,
96987,Roraima;Amazonas;Bahia,BR,NATIVA,
96985,Acre,BR,NATIVA,
5263,Rio de Janeiro;Paraná;Mato Grosso;Mato Grosso do Sul;Rio Grande do Sul;Santa Catarina;Espírito Santo;Rondônia;Minas Gerais;São Paulo,BR,NATIVA,
82175,Amazonas;Roraima,BR,NATIVA,
34320,Rio Grande do Sul,BR,NATIVA,
16591,Bahia,BR,NATIVA,
27646,Goiás;Mato Grosso,BR,NATIVA,
34321,Rio Grande do Sul,BR,NATIVA,
16595,Bahia,BR,NATIVA,
27656,Goiás,BR,NATIVA,
27657,Minas Gerais,BR,NATIVA,
6067,Rio Grande do Sul;Santa Catarina;Paraná,BR,NATIVA,
125654,São Paulo;Mato Grosso;Amazonas;Rio Grande do Sul;Rio de Janeiro,BR,NATIVA,
27649,Goiás,BR,NATIVA,
27650,São Paulo;Minas Gerais,BR,NATIVA,
34325,,BR,NATIVA,
82174,Amazonas;Roraima,BR,NATIVA,
27652,Goiás;Distrito Federal,BR,NATIVA,
16593,Bahia,BR,NATIVA,
22963,Mato Grosso;Acre;Roraima;Rondônia;Pará;Amazonas,BR,NATIVA,
18075,Mato Grosso do Sul;Mato Grosso;Bahia;Paraíba;Paraná;São Paulo;Minas Gerais;Rio de Janeiro,BR,NATIVA,
6075,Rio Grande do Sul;Santa Catarina;Paraná,BR,NATIVA,
6076,Rio Grande do Sul;Paraná;Santa Catarina,BR,NATIVA,
78854,Amazonas;Pará;Rondônia;Roraima;Tocantins;Acre;Amapá,BR,NATIVA,
27648,Minas Gerais,BR,NATIVA,
101768,,BR,,
79386,Acre;Rondônia,BR,NATIVA,
7101,Goiás;Mato Grosso;Mato Grosso do Sul;Tocantins;Distrito Federal;São Paulo;Minas Gerais;Paraná;Bahia,BR,NATIVA,
16594,Bahia,BR,NATIVA,
6071,Goiás;São Paulo;Minas Gerais,BR,NATIVA,
6072,Santa Catarina,BR,NATIVA,
101772,São Paulo,BR,,
27668,Minas Gerais,BR,NATIVA,
27669,Goiás,BR,NATIVA,
34330,Pará,BR,NATIVA,
27658,Goiás,BR,NATIVA,
27659,Mato Grosso do Sul,BR,NATIVA,
34331,Minas Gerais,BR,NATIVA,
96312,Rio Grande do Sul,BR,NATIVA,
34332,,BR,NATIVA,
34333,Rio Grande do Sul,BR,NATIVA,
27660,Minas Gerais,BR,NATIVA,
15393,,BR,NATIVA,
27661,Goiás,BR,NATIVA,
27662,Goiás,BR,NATIVA,
34334,Rio Grande do Sul,BR,NATIVA,
27663,Minas Gerais,BR,NATIVA,
6083,Rio de Janeiro;São Paulo,BR,NATIVA,
18071,,BR,NATIVA,
18072,Pernambuco;Ceará;Mato Grosso;Sergipe;Rio Grande do Norte;Minas Gerais;Bahia;Distrito Federal;Goiás;Piauí;Mato Grosso do Sul;Paraíba,BR,NATIVA,
34338,Rio Grande do Sul,BR,NATIVA,
34339,Rio Grande do Norte;Rio Grande do Sul,BR,NATIVA,
34340,Rio Grande do Sul,BR,NATIVA,
126358,Acre,BR,NATIVA,
27645,Minas Gerais,BR,NATIVA,
6078,Minas Gerais,BR,NATIVA,
27664,Bahia,BR,NATIVA,
6079,Rio Grande do Sul;Paraná,BR,NATIVA,
27665,Distrito Federal;Minas Gerais,BR,NATIVA,
34341,Pará,BR,NATIVA,
34342,Pará,BR,NATIVA,
27666,Minas Gerais,BR,NATIVA,
6069,Rio de Janeiro,BR,NATIVA,
127748,Pará,BR,NATIVA,
29470,Tocantins;Maranhão,BR,NATIVA,
34343,Minas Gerais,BR,NATIVA,
27670,Mato Grosso;Goiás,BR,NATIVA,
6080,Espírito Santo;Minas Gerais,BR,NATIVA,
6081,Paraná;Santa Catarina;Minas Gerais;São Paulo,BR,NATIVA,
105543,Rio Grande do Sul;Paraná;Santa Catarina;Minas Gerais;São Paulo,BR,,
27671,Goiás,BR,NATIVA,
6074,Rio de Janeiro,BR,NATIVA,
46214,Minas Gerais,BR,NATIVA,
27673,Minas Gerais,BR,NATIVA,
27674,Goiás;Minas Gerais,BR,NATIVA,
6084,Minas Gerais;Santa Catarina;Rio Grande do Sul;Rio de Janeiro;Paraná;Espírito Santo;São Paulo,BR,NATIVA,
6085,São Paulo,BR,NATIVA,
34345,Minas Gerais,BR,NATIVA,
29471,,BR,NATIVA,
29472,Mato Grosso do Sul,BR,NATIVA,
90740,Pará;Acre;Minas Gerais,BR,NATIVA,
29473,Mato Grosso do Sul,BR,NATIVA,
27685,Minas Gerais,BR,NATIVA,
80029,Rio Grande do Sul;Paraíba;Ceará;Rio Grande do Norte;Sergipe;Alagoas;Tocantins;Roraima;Rondônia;Acre;Goiás;Mato Grosso do Sul;Amazonas;Distrito Federal;Amapá;Pará;Bahia;Maranhão;Pernambuco;Rio de Janeiro;Paraná;São Paulo;Santa Catarina;Espírito Santo;Mato Grosso;Minas Gerais;Piauí,BR,CULTIVADA,
20631,Pará;Bahia,BR,NATIVA,
23792,Acre,BR,NATIVA,
121895,Minas Gerais,BR,NATIVA,
110070,Mato Grosso,BR,NATIVA,
27675,Minas Gerais,BR,NATIVA,
25324,Bahia,BR,NATIVA,
27676,Minas Gerais,BR,NATIVA,
118169,Minas Gerais,BR,NATIVA,
26380,São Paulo;Mato Grosso do Sul;Paraná;Santa Catarina;Rio Grande do Sul,BR,NATIVA,
86921,Rio de Janeiro;Mato Grosso do Sul;Distrito Federal;Rio Grande do Sul;Ceará;Roraima;Rondônia;Pará;Amapá;Amazonas;Mato Grosso,BR,NATIVA,
16598,Ceará;Piauí,BR,NATIVA,
128004,Santa Catarina,BR,,
4401,Bahia;Mato Grosso do Sul;Alagoas;Rio de Janeiro;Pernambuco;Santa Catarina;Paraná;São Paulo;Rio Grande do Sul;Rio Grande do Norte;Sergipe;Espírito Santo;Minas Gerais;Paraíba,BR,NATIVA,
7227,Pará;Paraíba;Maranhão;Bahia;Alagoas;Tocantins;Roraima;Amapá;Amazonas;Piauí;Sergipe;Espírito Santo;Rio de Janeiro;Pernambuco,BR,NATIVA,
126251,Santa Catarina,BR,,
6065,Santa Catarina,BR,NATIVA,
101612,Minas Gerais;Goiás,BR,NATIVA,
101610,Minas Gerais,BR,NATIVA,
14976,Minas Gerais;Paraná;Rio de Janeiro,BR,NATIVA,
6087,Espírito Santo;Minas Gerais,BR,NATIVA,
15033,Minas Gerais;São Paulo;Rio Grande do Sul;Paraná;Pará,BR,NATIVA,
5917,Bahia,BR,NATIVA,
15536,Minas Gerais;Bahia,BR,NATIVA,
16631,Bahia,BR,NATIVA,
22335,Mato Grosso;Pará;Amapá;Amazonas;Acre,BR,NATIVA,
5918,Bahia,BR,NATIVA,
5719,Paraná,BR,NATIVA,
6416,Rio de Janeiro,BR,NATIVA,
82874,Bahia;Alagoas;Ceará;Maranhão;Paraíba;Pernambuco;Piauí;Mato Grosso do Sul;Goiás;Paraná;Minas Gerais;Rio de Janeiro;São Paulo;Mato Grosso;Amazonas;Amapá;Pará;Roraima,BR,NATIVA,
115559,Minas Gerais;Rio de Janeiro;Santa Catarina;São Paulo;Paraná,BR,NATIVA,
35910,Rio Grande do Sul,BR,NATIVA,
26379,Rio de Janeiro;São Paulo;Santa Catarina;Minas Gerais;Paraná;Rio Grande do Sul,BR,NATIVA,
22871,Paraíba;Ceará;Mato Grosso do Sul;Mato Grosso;Acre;Amazonas;Pará;Rondônia;Goiás;Rio de Janeiro;Minas Gerais;Espírito Santo;Paraná;Sergipe;Piauí;São Paulo;Pernambuco;Distrito Federal;Roraima;Alagoas;Bahia;Maranhão,BR,NATIVA,
82875,Alagoas;São Paulo;Rio de Janeiro;Minas Gerais;Sergipe;Rio Grande do Norte;Piauí;Pernambuco;Maranhão;Ceará;Bahia;Tocantins;Pará;Amapá;Mato Grosso,BR,NATIVA,
29519,Minas Gerais;Espírito Santo;São Paulo;Rio de Janeiro,BR,NATIVA,
29520,Minas Gerais;Goiás;Mato Grosso,BR,NATIVA,
29521,Goiás;Distrito Federal;São Paulo;Rio de Janeiro;Minas Gerais;Paraná;Mato Grosso;Mato Grosso do Sul,BR,NATIVA,
34442,Amazonas;Pará,BR,NATIVA,
122757,Mato Grosso do Sul;Rio de Janeiro;Santa Catarina;São Paulo;Minas Gerais;Rio Grande do Sul;Paraná,BR,NATIVA,
34444,Amazonas;Acre,BR,NATIVA,
121809,Paraíba,BR,NATIVA,
121810,Bahia,BR,NATIVA,
6097,Paraná;São Paulo;Rio de Janeiro;Espírito Santo;Santa Catarina,BR,NATIVA,
121811,Bahia,BR,NATIVA,
6098,Bahia,BR,NATIVA,
6099,Bahia;Espírito Santo;Pernambuco,BR,NATIVA,
6100,Bahia,BR,NATIVA,
6101,Bahia,BR,NATIVA,
34443,Amazonas,BR,NATIVA,
115562,Rio de Janeiro;Bahia;Minas Gerais;São Paulo,BR,NATIVA,
115565,Minas Gerais;Paraná;São Paulo;Bahia;Pernambuco;Rio de Janeiro,BR,NATIVA,
34153,Espírito Santo,BR,NATIVA,
107025,Rio de Janeiro;Rio Grande do Sul,BR,NATIVA,
6104,Bahia,BR,NATIVA,
6105,Bahia,BR,NATIVA,
16603,Bahia,BR,NATIVA,
34363,Bahia;Pernambuco,BR,NATIVA,
122756,Mato Grosso do Sul;São Paulo;Santa Catarina;Rio Grande do Sul;Paraná;Mato Grosso,BR,NATIVA,
34497,Amazonas;Acre,BR,NATIVA,
6107,Bahia,BR,NATIVA,
26440,Minas Gerais,BR,NATIVA,
16605,Bahia,BR,NATIVA,
6109,Bahia,BR,NATIVA,
6110,Bahia,BR,NATIVA,
6111,Bahia,BR,NATIVA,
16606,Bahia,BR,NATIVA,
6112,Bahia,BR,NATIVA,
34364,Espírito Santo;Rio de Janeiro,BR,NATIVA,
6102,Bahia,BR,NATIVA,
34246,Espírito Santo;Bahia,BR,NATIVA,
34365,,BR,NATIVA,
6114,Bahia,BR,NATIVA,
16607,Bahia,BR,NATIVA,
124400,Roraima,BR,NATIVA,
121812,Bahia,BR,NATIVA,
6117,Bahia,BR,NATIVA,
6118,Minas Gerais;Sergipe;Bahia,BR,NATIVA,
34366,Bahia,BR,NATIVA,
16604,Bahia,BR,NATIVA,
6106,Bahia,BR,NATIVA,
25331,Bahia;Minas Gerais,BR,NATIVA,
109793,Tocantins;Goiás,BR,NATIVA,
6113,Bahia,BR,NATIVA,
119830,Espírito Santo,BR,NATIVA,
5919,Bahia,BR,NATIVA,
16608,Bahia,BR,NATIVA,
6120,Bahia;Rio Grande do Norte,BR,NATIVA,
128388,Minas Gerais,BR,NATIVA,
128387,São Paulo,BR,NATIVA,
73250,Mato Grosso do Sul;São Paulo;Santa Catarina;Rio Grande do Sul;Paraná,BR,NATIVA,
10602,Bahia;Pernambuco,BR,NATIVA,
10785,Santa Catarina;Minas Gerais;Rio Grande do Sul;Paraná,BR,NATIVA,
17026,Bahia;Minas Gerais;Distrito Federal;Goiás;Mato Grosso do Sul;Mato Grosso,BR,NATIVA,
92532,Paraná;Rio Grande do Sul;Santa Catarina;Acre;Paraíba;São Paulo;Maranhão;Bahia;Alagoas;Rondônia;Pará;Mato Grosso;Amazonas;Pernambuco;Sergipe,BR,,
95441,Rondônia;Acre;São Paulo;Rio Grande do Sul;Amazonas,BR,,
7105,Espírito Santo;Paraná;Ceará;Bahia;Minas Gerais;Rio de Janeiro;São Paulo,BR,NATIVA,
92533,Minas Gerais;Rondônia;Pará;Bahia;Amazonas;Acre;Mato Grosso;Mato Grosso do Sul;Alagoas;Roraima;Pernambuco;Rio Grande do Norte;Sergipe;Paraná;Rio Grande do Sul;Paraíba;Ceará;Santa Catarina;Rio de Janeiro;São Paulo,BR,,
7073,Paraíba;Pernambuco;Sergipe;Minas Gerais;Bahia;Espírito Santo;Ceará;Alagoas,BR,NATIVA,
26345,Paraná;São Paulo,BR,NATIVA,
127946,Rio Grande do Sul;Paraná,BR,NATIVA,
7085,Rio Grande do Norte;Bahia;Ceará;Minas Gerais;Sergipe;Piauí;Alagoas;Pernambuco;Paraíba;Espírito Santo;Rio de Janeiro,BR,NATIVA,
95437,Rio Grande do Sul;São Paulo;Paraná,BR,,
92530,Amazonas;Bahia;Paraíba;Pernambuco;Paraná;Acre;Mato Grosso;Rio Grande do Sul;Santa Catarina;São Paulo;Pará,BR,,
38910,Amazonas;Pará,BR,NATIVA,
107023,Minas Gerais;Rio de Janeiro,BR,NATIVA,
124396,São Paulo,BR,NATIVA,
121817,Espírito Santo,BR,NATIVA,
101613,Minas Gerais,BR,NATIVA,
6128,Bahia,BR,NATIVA,
122690,Bahia,BR,NATIVA,
80005,Goiás;Mato Grosso do Sul;Mato Grosso;Bahia,BR,NATIVA,
110118,Sergipe;Paraíba,BR,NATIVA,
26343,Mato Grosso;Minas Gerais;Goiás;Mato Grosso do Sul,BR,NATIVA,
122689,Minas Gerais,BR,NATIVA,
6055,Minas Gerais,BR,NATIVA,
81370,Amazonas,BR,NATIVA,
81371,Amazonas,BR,NATIVA,
81372,,,,NAO_OCORoraimaE_BRASIL
34372,Amazonas,BR,NATIVA,
81374,,,,NAO_OCORoraimaE_BRASIL
34373,Amazonas,BR,NATIVA,
16611,Bahia,BR,NATIVA,
6134,Espírito Santo,BR,NATIVA,
6135,Espírito Santo,BR,NATIVA,
6136,,BR,NATIVA,
6137,Bahia,BR,NATIVA,
16613,Bahia;Minas Gerais,BR,NATIVA,
6138,São Paulo,BR,NATIVA,
6139,Rio de Janeiro,BR,NATIVA,
6140,Espírito Santo,BR,NATIVA,
6141,Minas Gerais,BR,NATIVA,
6142,Minas Gerais,BR,NATIVA,
6208,,BR,NATIVA,
29518,Minas Gerais;Alagoas;Goiás;Distrito Federal;Bahia;Pernambuco;Piauí,BR,NATIVA,
6149,Paraná;São Paulo;Rio de Janeiro;Minas Gerais,BR,NATIVA,
6150,Rio de Janeiro,BR,NATIVA,
6151,Espírito Santo;Rio de Janeiro,BR,NATIVA,
6152,São Paulo;Rio de Janeiro,BR,NATIVA,
6153,Rio de Janeiro,BR,NATIVA,
6154,Rio de Janeiro,BR,NATIVA,
6155,Bahia,BR,NATIVA,
73251,Paraná;Santa Catarina,BR,NATIVA,
6156,São Paulo;Rio de Janeiro;Espírito Santo;Bahia,BR,NATIVA,
6157,Minas Gerais,BR,NATIVA,
34379,Rio de Janeiro,BR,NATIVA,
6132,Rio de Janeiro,BR,NATIVA,
97031,Bahia;Santa Catarina;Goiás;Rio de Janeiro;Minas Gerais,BR,NATIVA,
97083,Santa Catarina;Paraná;São Paulo;Rio de Janeiro;Minas Gerais;Goiás,BR,NATIVA,
97084,Roraima;Rio de Janeiro;Rio Grande do Sul;Bahia;Amazonas,BR,NATIVA,
34377,,BR,NATIVA,
6133,Rio de Janeiro;Espírito Santo,BR,NATIVA,
6164,Rio de Janeiro,BR,NATIVA,
6165,Rio de Janeiro,BR,NATIVA,
5710,Bahia,BR,NATIVA,
6167,Espírito Santo,BR,NATIVA,
6168,Rio de Janeiro;São Paulo,BR,NATIVA,
6169,Rio de Janeiro;Minas Gerais,BR,NATIVA,
6170,Rio de Janeiro,BR,NATIVA,
6171,Espírito Santo,BR,NATIVA,
34378,São Paulo,BR,NATIVA,
34380,São Paulo,BR,NATIVA,
6144,Rio de Janeiro,BR,NATIVA,
6145,Espírito Santo,BR,NATIVA,
