id,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,name_status,cites_listing,cites_listing_original
20564,Plantae,,,Caryophyllales,Cactaceae,Coryphantha,sulcolanata,A,II,II
20565,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,planiceps,A,II,II
20566,Plantae,,,Caryophyllales,Cactaceae,Polaskia,chichipe,A,II,II
20567,Plantae,,,Orchidales,Orchidaceae,Masdevallia,guerrieroi,A,II,II
20568,Plantae,,,Fabales,Leguminosae,Dalbergia,suaresensis,A,II,II
20569,Plantae,,,Orchidales,Orchidaceae,Paphiopedilum,mastersianum,A,I,I
20570,Plantae,,,Ebenales,Ebenaceae,Diospyros,montigena,A,II,II
20571,Plantae,,,Orchidales,Orchidaceae,Restrepia,roseola,A,II,II
20572,Plantae,,,Cyatheales,Cyatheaceae,Alsophila,eriophora,A,II,II
20573,Plantae,,,Orchidales,Orchidaceae,Angraecum,hermannii,A,II,II
20574,Plantae,,,Orchidales,Orchidaceae,Dendrobium,quadrilobatum,A,II,II
20575,Plantae,,,Orchidales,Orchidaceae,Cypripedium,wumengense,A,II,II
20576,Plantae,,,Orchidales,Orchidaceae,Epidendrum,paniculatum,A,II,II
20577,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,crassipetalum,A,II,II
20578,Plantae,,,Orchidales,Orchidaceae,Coelogyne,fuliginosa,A,II,II
20579,Plantae,,,Orchidales,Orchidaceae,Cryptocentrum,gracilipes,A,II,II
20580,Plantae,,,Cyatheales,Cyatheaceae,Cyathea,schlechteri,A,II,II
20581,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,semperflorens,A,II,II
20582,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,lokonense,A,II,II
20583,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,carunculifera,A,II,II
20584,Plantae,,,Caryophyllales,Cactaceae,Echinopsis,tarijensis,A,II,II
20585,Plantae,,,Orchidales,Orchidaceae,Epidendrum,guanacastense,A,II,II
20586,Plantae,,,Fabales,Leguminosae,Dalbergia,bakeri,A,NC,NC
20587,Plantae,,,Orchidales,Orchidaceae,Leochilus,hagsateri,A,II,II
20588,Plantae,,,Cycadales,Zamiaceae,Encephalartos,bubalinus,A,I,I
20589,Plantae,,,Orchidales,Orchidaceae,Geodorum,dilatatum,A,II,II
20590,Plantae,,,Cyatheales,Cyatheaceae,Alsophila,microchlamys,A,II,II
20591,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,caerulescens,A,II,II
20592,Plantae,,,Fabales,Leguminosae,Dalbergia,florifera,A,NC,NC
20593,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,invaginata,A,II,II
20594,Plantae,,,Primulales,Primulaceae,Cyclamen,graecum,A,II,II
20595,Plantae,,,Liliales,Liliaceae,Aloe,cheranganiensis,A,II,II
20597,Plantae,,,Caryophyllales,Cactaceae,Disocactus,quezaltecus,A,II,II
20598,Plantae,,,Orchidales,Orchidaceae,Rangaeris,muscicola,A,II,II
20599,Plantae,,,Orchidales,Orchidaceae,Masdevallia,bennettii,A,II,II
20600,Plantae,,,Orchidales,Orchidaceae,Laelia,duveenii,A,II,II
20601,Plantae,,,Fabales,Leguminosae,Dalbergia,bariensis,A,NC,NC
20602,Plantae,,,Orchidales,Orchidaceae,Masdevallia,nicaraguae,A,II,II
20603,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,sauguetiense,A,II,II
20604,Plantae,,,Orchidales,Orchidaceae,Elleanthus,tovarensis,A,II,II
20605,Plantae,,,Cyatheales,Cyatheaceae,Alsophila,aneitensis,A,II,II
20606,Plantae,,,Orchidales,Orchidaceae,Liparis,chalandei,A,II,II
20607,Plantae,,,Orchidales,Orchidaceae,Epidendrum,discoidale,A,II,II
20608,Plantae,,,Orchidales,Orchidaceae,Trichopilia,ramonensis,A,II,II
20609,Plantae,,,Caryophyllales,Cactaceae,Cleistocactus,roezlii,A,II,II
20610,Plantae,,,Orchidales,Orchidaceae,Masdevallia,hylodes,A,II,II
20611,Plantae,,,Orchidales,Orchidaceae,Maxillaria,albertii,A,II,II
20613,Plantae,,,Orchidales,Orchidaceae,Dendrophylax,macrocarpa,A,II,II
20614,Plantae,,,Cyatheales,Cyatheaceae,Alsophila,pabstii,A,II,II
20615,Plantae,,,Orchidales,Orchidaceae,Paphiopedilum,argus,A,I,I
20616,Plantae,,,Caryophyllales,Cactaceae,Coryphantha,salinensis,A,II,II
20617,Plantae,,,Orchidales,Orchidaceae,Fernandezia,maculata,A,II,II
20618,Plantae,,,Nepenthales,Nepenthaceae,Nepenthes,stenophylla,A,II,II
20619,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,capillipes,A,II,II
20620,Plantae,,,Cyatheales,Cyatheaceae,Cyathea,conquisita,A,II,II
20621,Plantae,,,Orchidales,Orchidaceae,Cymbidium,wenshanense,A,II,II
20623,Plantae,,,Orchidales,Orchidaceae,Trichoglottis,luzonensis,A,II,II
20624,Plantae,,,Caryophyllales,Cactaceae,Echinopsis,ancistrophora,A,II,II
20625,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,reptans,A,II,II
20626,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,ciluliae,A,II,II
20628,Plantae,,,Orchidales,Orchidaceae,Disa,neglecta,A,II,II
20629,Plantae,,,Orchidales,Orchidaceae,Erythrodes,stictophylla,A,II,II
20630,Plantae,,,Orchidales,Orchidaceae,Tainia,elongata,A,II,II
20631,Plantae,,,Liliales,Liliaceae,Aloe,betsileensis,A,II,II
20632,Plantae,,,Dicksoniales,Dicksoniaceae,Dicksonia,squarrosa,A,"",
20633,Plantae,,,Orchidales,Orchidaceae,Pterostylis,ceriflora,A,II,II
20635,Plantae,,,Cyatheales,Cyatheaceae,Cyathea,latevagans,A,II,II
20636,Plantae,,,Orchidales,Orchidaceae,Galeola,lindleyana,A,II,II
20637,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,rupicola,A,II,II
20638,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,norfolkiana,A,II,II
20639,Plantae,,,Orchidales,Orchidaceae,Eulophia,taiwanensis,A,II,II
20640,Plantae,,,Orchidales,Orchidaceae,Microtatorchis,papillosa,A,II,II
20641,Plantae,,,Caryophyllales,Cactaceae,Echinocereus,parkeri,A,II,II
20642,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,poilanei,A,II,II
20643,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,eustacei,A,II,II
20644,Plantae,,,Caryophyllales,Cactaceae,Parodia,crassigibba,A,II,II
20645,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,coriscense,A,II,II
20646,Plantae,,,Orchidales,Orchidaceae,Epidendrum,polychlamys,A,II,II
20647,Plantae,,,Orchidales,Orchidaceae,Epiblema,grandiflorum,A,II,II
20648,Plantae,,,Orchidales,Orchidaceae,Roezliella,wallisii,A,II,II
20649,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,wilkianum,A,II,II
20650,Plantae,,,Fabales,Leguminosae,Dalbergia,mollis,A,II,II
20651,Plantae,,,Orchidales,Orchidaceae,Acrolophia,cochlearis,A,II,II
20652,Plantae,,,Caryophyllales,Cactaceae,Mammillaria,blossfeldiana,A,II,II
20653,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,commissibulbum,A,II,II
20654,Plantae,,,Orchidales,Orchidaceae,Sigmatostalix,pichinchensis,A,II,II
20655,Plantae,,,Caryophyllales,Cactaceae,Echinopsis,tacaquirensis,A,II,II
20656,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,sarcodanthum,A,II,II
20657,Plantae,,,Caryophyllales,Cactaceae,Turbinicarpus,pseudopectinatus,A,I,I
20658,Plantae,,,Orchidales,Orchidaceae,Masdevallia,cyclotega,A,II,II
20659,Plantae,,,Orchidales,Orchidaceae,Peristylus,brevilobus,A,II,II
20660,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,cameronii,A,II,II
20661,Plantae,,,Nepenthales,Sarraceniaceae,Sarracenia,courtii,A,II,II
20662,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,exasperatum,A,II,II
20663,Plantae,,,Orchidales,Orchidaceae,Ophrys,garganica,A,II,II
20664,Plantae,,,Caryophyllales,Cactaceae,Stephanocereus,leucostele,A,II,II
20665,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,astelidum,A,II,II
20666,Plantae,,,Fabales,Leguminosae,Dalbergia,ecastaphyllum,A,NC,NC
20667,Plantae,,,Orchidales,Orchidaceae,Maxillaria,semiorbicularis,A,II,II
20669,Plantae,,,Orchidales,Orchidaceae,Gongora,flaveola,A,II,II
20670,Plantae,,,Lecanorales,Parmeliaceae,Cetraria,islandica,A,NC,NC
20671,Plantae,,,Cyatheales,Cyatheaceae,Alsophila,callosa,A,II,II
20672,Plantae,,,Orchidales,Orchidaceae,Masdevallia,datura,A,II,II
20673,Plantae,,,Orchidales,Orchidaceae,Liparis,greenwoodiana,A,II,II
20674,Plantae,,,Orchidales,Orchidaceae,Diodonopsis,hoeijeri,A,II,II
20675,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,neohumbertii,A,II,II
20676,Plantae,,,Myrtales,Myrtaceae,Verticordia,interioris,A,NC,NC
20677,Plantae,,,Caryophyllales,Cactaceae,Opuntia,insularis,A,II,II
20678,Plantae,,,Nepenthales,Sarraceniaceae,Sarracenia,popei,A,II,II
20679,Plantae,,,Orchidales,Orchidaceae,Disa,crassicornis,A,II,II
20680,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,campos-portoi,A,II,II
20681,Plantae,,,Orchidales,Orchidaceae,Zygostates,obliqua,A,II,II
20682,Plantae,,,Orchidales,Orchidaceae,Diuris,aequalis,A,II,II
20683,Plantae,,,Caryophyllales,Cactaceae,Echinocereus,engelmannii,A,II,II
20684,Plantae,,,Orchidales,Orchidaceae,Masdevallia,tricycla,A,II,II
20685,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,dunstervillei,A,II,II
20686,Plantae,,,Caryophyllales,Cactaceae,Matucana,madisoniorum,A,II,II
20687,Plantae,,,Orchidales,Orchidaceae,Lycaste,bradeorum,A,II,II
20688,Plantae,,,Liliales,Liliaceae,Aloe,ericetorum,A,II,II
20689,Plantae,,,Gentianales,Asclepiadaceae,Ceropegia,achtenii,A,NC,NC
20690,Plantae,,,Orchidales,Orchidaceae,Cleisostoma,comberi,A,II,II
20691,Plantae,,,Orchidales,Orchidaceae,Thrixspermum,scopa,A,II,II
20692,Plantae,,,Orchidales,Orchidaceae,Dossinia,marmorata,A,II,II
20694,Plantae,,,Orchidales,Orchidaceae,Genoplesium,brachystachyum,A,II,II
20695,Plantae,,,Caryophyllales,Cactaceae,Pereskia,bleo,A,NC,NC
20696,Plantae,,,Orchidales,Orchidaceae,Rossioglossum,grande,A,II,II
20697,Plantae,,,Orchidales,Orchidaceae,Disa,cooperi,A,II,II
20698,Plantae,,,Orchidales,Orchidaceae,Phalaenopsis,mysorensis,A,II,II
20699,Plantae,,,Orchidales,Orchidaceae,Masdevallia,chimboënsis,A,II,II
20700,Plantae,,,Caryophyllales,Cactaceae,Samaipaticereus,corroanus,A,II,II
20701,Plantae,,,Cycadales,Zamiaceae,Encephalartos,chimanimaniensis,A,I,I
20702,Plantae,,,Orchidales,Orchidaceae,Lepanthes,grypha,A,II,II
20703,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,insulsum,A,II,II
20704,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,habrotinum,A,II,II
20705,Plantae,,,Orchidales,Orchidaceae,Gymnadenia,crassinervis,A,II,II
20706,Plantae,,,Caryophyllales,Cactaceae,Copiapoa,humilis,A,II,II
20707,Plantae,,,Caryophyllales,Cactaceae,Ferocactus,haematacanthus,A,II,II
20708,Plantae,,,Orchidales,Orchidaceae,Tropidia,curculigoides,A,II,II
20709,Plantae,,,Caryophyllales,Cactaceae,Gymnocalycium,horstii,A,II,II
20710,Plantae,,,Orchidales,Orchidaceae,Dendrobium,camaridiorum,A,II,II
20711,Plantae,,,Orchidales,Orchidaceae,Hexadesmia,tenella,A,II,II
20712,Plantae,,,Orchidales,Orchidaceae,Oncidium,lindenii,A,II,II
20713,Plantae,,,Orchidales,Orchidaceae,Govenia,praecox,A,II,II
20715,Plantae,,,Orchidales,Orchidaceae,Macroclinium,dalstroemii,A,II,II
20717,Plantae,,,Gentianales,Asclepiadaceae,Ceropegia,langkawiensis,A,NC,NC
20718,Plantae,,,Liliales,Liliaceae,Aloe,pictifolia,A,II,II
20719,Plantae,,,Caryophyllales,Cactaceae,Mammillaria,insularis,A,II,II
20720,Plantae,,,Orchidales,Orchidaceae,Stelis,perpusilliflora,A,II,II
20721,Plantae,,,Cyatheales,Cyatheaceae,Cyathea,cyclodium,A,II,II
20722,Plantae,,,Orchidales,Orchidaceae,Goodyera,dolabripetala,A,II,II
20723,Plantae,,,Gentianales,Apocynaceae,Pachypodium,hojnyi,A,II,II
20724,Plantae,,,Caryophyllales,Cactaceae,Parodia,nigrispina,A,II,II
20725,Plantae,,,Caryophyllales,Cactaceae,Copiapoa,megarhiza,A,II,II
20726,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,sawiense,A,II,II
20727,Plantae,,,Caryophyllales,Portulacaceae,Lewisia,serrata,A,II,II
20728,Plantae,,,Caryophyllales,Cactaceae,Gymnocalycium,bruchii,A,II,II
20729,Plantae,,,Caryophyllales,Cactaceae,Escobaria,cubensis,A,II,II
20730,Plantae,,,Orchidales,Orchidaceae,Trigonidium,obtusum,A,II,II
20731,Plantae,,,Orchidales,Orchidaceae,Barlia,metlesicsiana,A,II,II
20732,Plantae,,,Orchidales,Orchidaceae,Caladenia,cristata,A,II,II
20733,Plantae,,,Cycadales,Zamiaceae,Macrozamia,reducta,A,II,II
20734,Plantae,,,Orchidales,Orchidaceae,Pholidota,camelostalix,A,II,II
20735,Plantae,,,Caryophyllales,Cactaceae,Gymnocalycium,andreae,A,II,II
20736,Plantae,,,Orchidales,Orchidaceae,Catasetum,osculatum,A,II,II
20737,Plantae,,,Orchidales,Orchidaceae,Galeottiella,sarcoglossa,A,II,II
20738,Plantae,,,Orchidales,Orchidaceae,Stanhopea,florida,A,II,II
20739,Plantae,,,Liliales,Liliaceae,Aloe,pruinosa,A,II,II
20740,Plantae,,,Orchidales,Orchidaceae,Malaxis,perakensis,A,II,II
20741,Plantae,,,Fabales,Leguminosae,Dalbergia,candenatensis,A,NC,NC
20742,Plantae,,,Orchidales,Orchidaceae,Masdevallia,polychroma,A,II,II
20743,Plantae,,,Liliales,Liliaceae,Aloe,striatula,A,II,II
20744,Plantae,,,Orchidales,Orchidaceae,Lepanthes,arachnion,A,II,II
20745,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,baga,A,II,II
20746,Plantae,,,Cyatheales,Cyatheaceae,Cyathea,suprastrigosa,A,II,II
20747,Plantae,,,Caryophyllales,Cactaceae,Opuntia,tetracantha,A,II,II
20748,Plantae,,,Caryophyllales,Cactaceae,Melocactus,bellavistensis,A,II,II
20749,Plantae,,,Caryophyllales,Cactaceae,Pachycereus,militaris,A,I,I
20750,Plantae,,,Orchidales,Orchidaceae,Disa,nivea,A,II,II
20751,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,mahafalensis,A,II,II
20752,Plantae,,,Orchidales,Orchidaceae,Dendrobium,bracteosum,A,II,II
20753,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,colliferum,A,II,II
20754,Plantae,,,Cycadales,Cycadaceae,Cycas,semota,A,II,II
20755,Plantae,,,Orchidales,Orchidaceae,Himantoglossum,caprinum,A,II,II
20756,Plantae,,,Cyatheales,Cyatheaceae,Sphaeropteris,papuana,A,II,II
20757,Plantae,,,Myrtales,Myrtaceae,Verticordia,comosa,A,NC,NC
20759,Plantae,,,Orchidales,Orchidaceae,Dendrobium,acinaciforme,A,II,II
20760,Plantae,,,Orchidales,Orchidaceae,Limodorum,abortivum,A,II,II
20761,Plantae,,,Orchidales,Orchidaceae,Masdevallia,alisimifolia,A,II,II
20762,Plantae,,,Caryophyllales,Cactaceae,Echinocereus,mojavensis,A,II,II
20763,Plantae,,,Orchidales,Orchidaceae,Dendrobium,monticola,A,II,II
20764,Plantae,,,Cyatheales,Cyatheaceae,Cnemidaria,speciosa,A,NC,NC
20765,Plantae,,,Nepenthales,Nepenthaceae,Nepenthes,thorelii,A,II,II
20766,Plantae,,,Caryophyllales,Cactaceae,Opuntia,delaetiana,A,II,II
20768,Plantae,,,Orchidales,Orchidaceae,Masdevallia,lamprotyria,A,II,II
20769,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,navicula,A,II,II
20770,Plantae,,,Caryophyllales,Cactaceae,Opuntia,atrispina,A,II,II
20771,Plantae,,,Orchidales,Orchidaceae,Coelogyne,multiflora,A,II,II
20772,Plantae,,,Orchidales,Orchidaceae,Clowesia,dodsoniana,A,II,II
20773,Plantae,,,Orchidales,Orchidaceae,Cleisostoma,simondii,A,II,II
20774,Plantae,,,Orchidales,Orchidaceae,Cephalantheropsis,longipes,A,II,II
20775,Plantae,,,Cyatheales,Cyatheaceae,Alsophila,glaucifolia,A,II,II
20776,Plantae,,,Orchidales,Orchidaceae,Nervilia,scottii,A,II,II
20777,Plantae,,,Orchidales,Orchidaceae,Cyrtorchis,glaucifolia,A,II,II
20778,Plantae,,,Orchidales,Orchidaceae,Dendrobium,moulmeinense,A,II,II
20779,Plantae,,,Liliales,Liliaceae,Aloe,rubriflora,A,II,II
20780,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,stictanthum,A,II,II
20781,Plantae,,,Orchidales,Orchidaceae,Oncidium,caymanense,A,II,II
20782,Plantae,,,Orchidales,Orchidaceae,Calanthe,reflexa,A,II,II
20783,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,warianum,A,II,II
20784,Plantae,,,Orchidales,Orchidaceae,Sigmatostalix,papilio,A,II,II
20785,Plantae,,,Orchidales,Orchidaceae,Rudolfiella,aurantiaca,A,II,II
20786,Plantae,,,Orchidales,Orchidaceae,Lankestrella,epiphyta,A,II,II
20787,Plantae,,,Cycadales,Zamiaceae,Macrozamia,diplomera,A,II,II
20788,Plantae,,,Orchidales,Orchidaceae,Phragmipedium,vittatum,A,I,I
20790,Plantae,,,Liliales,Liliaceae,Aloe,ankoberensis,A,II,II
20791,Plantae,,,Orchidales,Orchidaceae,Dendrobium,polycladium,A,II,II
20792,Plantae,,,Orchidales,Orchidaceae,Platystele,hirtzii,A,II,II
20793,Plantae,,,Orchidales,Orchidaceae,Acineta,densa,A,II,II
20794,Plantae,,,Orchidales,Orchidaceae,Catasetum,callosum,A,II,II
20795,Plantae,,,Orchidales,Orchidaceae,Oberonia,claviloba,A,II,II
20796,Plantae,,,Orchidales,Orchidaceae,Dipodium,pictum,A,II,II
20797,Plantae,,,Orchidales,Orchidaceae,Lycaste,suaveolens,A,II,II
20798,Plantae,,,Orchidales,Orchidaceae,Mormodes,atropurpureum,A,II,II
20800,Plantae,,,Orchidales,Orchidaceae,Renanthera,moluccana,A,II,II
20801,Plantae,,,Orchidales,Orchidaceae,Jumellea,sagittata,A,II,II
20802,Plantae,,,Cyatheales,Cyatheaceae,Cyathea,samoensis,A,II,II
20804,Plantae,,,Orchidales,Orchidaceae,Aerides,quinquevulnera,A,II,II
20805,Plantae,,,Orchidales,Orchidaceae,Disa,celata,A,II,II
20806,Plantae,,,Gentianales,Asclepiadaceae,Ceropegia,schaijesiorum,A,NC,NC
20807,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,crocodilus,A,II,II
20808,Plantae,,,Cyatheales,Cyatheaceae,Alsophila,mossambicensis,A,II,II
20809,Plantae,,,Orchidales,Orchidaceae,Oncidium,panduriforme,A,II,II
20810,Plantae,,,Liliales,Liliaceae,Aloe,percrassa,A,II,II
20811,Plantae,,,Caryophyllales,Cactaceae,Mammillaria,nunezii,A,II,II
20812,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,sudanica,A,II,II
20813,Plantae,,,Orchidales,Orchidaceae,Anoectochilus,zhejiangensis,A,II,II
20814,Plantae,,,Orchidales,Orchidaceae,Masdevallia,instar,A,II,II
20815,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,reclinata,A,II,II
20816,Plantae,,,Orchidales,Orchidaceae,Gongora,unicolor,A,II,II
20817,Plantae,,,Orchidales,Orchidaceae,Caladenia,ericksonae,A,II,II
20819,Plantae,,,Caryophyllales,Cactaceae,Cleistocactus,palhuayensis,A,II,II
20820,Plantae,,,Orchidales,Orchidaceae,Calanthe,conspicua,A,II,II
20821,Plantae,,,Caryophyllales,Cactaceae,Opuntia,edwardsii,A,II,II
20822,Plantae,,,Orchidales,Orchidaceae,Calanthe,labrosa,A,II,II
20823,Plantae,,,Orchidales,Orchidaceae,Rodriguezia,chimorensis,A,II,II
20824,Plantae,,,Orchidales,Orchidaceae,Disa,intermedia,A,II,II
20825,Plantae,,,Orchidales,Orchidaceae,Calanthe,argenteostriata,A,II,II
20826,Plantae,,,Orchidales,Orchidaceae,Thrixspermum,platycaule,A,II,II
20827,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,flavorubellum,A,II,II
20828,Plantae,,,Orchidales,Orchidaceae,Angraecum,pectinatum,A,II,II
20829,Plantae,,,Orchidales,Orchidaceae,Acianthus,uvarius,A,II,II
20830,Plantae,,,Orchidales,Orchidaceae,Catasetum,pulchrum,A,II,II
20831,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,cogniauxianum,A,II,II
20832,Plantae,,,Caryophyllales,Cactaceae,Arrojadoa,albiflora,A,II,II
20833,Plantae,,,Orchidales,Orchidaceae,Coelogyne,odoratissima,A,II,II
20835,Plantae,,,Orchidales,Orchidaceae,Telipogon,setosus,A,II,II
20836,Plantae,,,Orchidales,Orchidaceae,Dendrobium,sutepense,A,II,II
20838,Plantae,,,Orchidales,Orchidaceae,Trichopilia,olmosii,A,II,II
20839,Plantae,,,Orchidales,Orchidaceae,Angraecum,kraenzlinianum,A,II,II
20840,Plantae,,,Orchidales,Orchidaceae,Pleurothallis,veraguacensis,A,II,II
20841,Plantae,,,Orchidales,Orchidaceae,Cypripedium,fasciculatum,A,II,II
20842,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,pumilio,A,II,II
20843,Plantae,,,Orchidales,Orchidaceae,Didiciea,cunninghamii,A,II,II
20844,Plantae,,,Orchidales,Orchidaceae,Coelogyne,bruneiensis,A,II,II
20845,Plantae,,,Orchidales,Orchidaceae,Vanda,cruenta,A,II,II
20846,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,brevipes,A,II,II
20847,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,parvum,A,II,II
20848,Plantae,,,Orchidales,Orchidaceae,Trigonidium,grande,A,II,II
20849,Plantae,,,Orchidales,Orchidaceae,Scaphosepalum,microdactylum,A,II,II
20850,Plantae,,,Orchidales,Orchidaceae,Disa,tenuis,A,II,II
20851,Plantae,,,Orchidales,Orchidaceae,Chondrorhyncha,andreettae,A,II,II
20852,Plantae,,,Orchidales,Orchidaceae,Pleurothallis,leucopyramis,A,II,II
20853,Plantae,,,Cyatheales,Cyatheaceae,Sphaeropteris,pilulifera,A,II,II
20854,Plantae,,,Orchidales,Orchidaceae,Appendicula,alba,A,II,II
20855,Plantae,,,Caryophyllales,Cactaceae,Thelocactus,hastifer,A,II,II
20856,Plantae,,,Cycadales,Zamiaceae,Ceratozamia,zoquensis,A,I,I
20857,Plantae,,,Orchidales,Orchidaceae,Disa,uncinata,A,II,II
20858,Plantae,,,Orchidales,Orchidaceae,Restrepia,contorta,A,II,II
20859,Plantae,,,Caryophyllales,Cactaceae,Mammillaria,scrippsiana,A,II,II
20860,Plantae,,,Orchidales,Orchidaceae,Vrydagzynea,paludosa,A,II,II
20861,Plantae,,,Fabales,Leguminosae,Dalbergia,orientalis,A,II,II
20862,Plantae,,,Orchidales,Orchidaceae,Taeniophyllum,lobatum,A,II,II
20863,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,caerulans,A,II,II
20864,Plantae,,,Orchidales,Orchidaceae,Agrostophyllum,tenue,A,II,II
20866,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,braunsii,A,II,II
20867,Plantae,,,Orchidales,Orchidaceae,Ceratostylis,crassifolia,A,II,II
20868,Plantae,,,Euphorbiales,Euphorbiaceae,Euphorbia,namibensis,A,II,II
20869,Plantae,,,Orchidales,Orchidaceae,Dendrobium,pandaneti,A,II,II
20870,Plantae,,,Orchidales,Orchidaceae,Disa,richardiana,A,II,II
20871,Plantae,,,Orchidales,Orchidaceae,Apatostelis,persimilis,A,II,II
20872,Plantae,,,Orchidales,Orchidaceae,Cypripedium,colombianum,A,II,II
20873,Plantae,,,Orchidales,Orchidaceae,Dendrobium,lohoense,A,II,II
20874,Plantae,,,Orchidales,Orchidaceae,Pteroglossaspis,distans,A,II,II
20875,Plantae,,,Orchidales,Orchidaceae,Eria,teretifolia,A,II,II
20876,Plantae,,,Gentianales,Asclepiadaceae,Ceropegia,ledermanii,A,NC,NC
20877,Plantae,,,Orchidales,Orchidaceae,Dendrobium,ochraceum,A,II,II
20878,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,retusiusculum,A,II,II
20879,Plantae,,,Gentianales,Apocynaceae,Pachypodium,baronii,A,I,I
20880,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,brevilabium,A,II,II
20881,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,gimagaanense,A,II,II
20882,Plantae,,,Caryophyllales,Cactaceae,Opuntia,viridiflora,A,II,II
20884,Plantae,,,Orchidales,Orchidaceae,Lycomormium,fiskii,A,II,II
20885,Plantae,,,Orchidales,Orchidaceae,Tridactyle,laurentii,A,II,II
20886,Plantae,,,Orchidales,Orchidaceae,Bletilla,formosana,A,II,II
20887,Plantae,,,Orchidales,Orchidaceae,Poaephyllum,hansenii,A,II,II
20888,Plantae,,,Caryophyllales,Cactaceae,Echinopsis,comarapana,A,II,II
20889,Plantae,,,Orchidales,Orchidaceae,Dichromanthus,aurantiacus,A,II,II
20890,Plantae,,,Cyatheales,Cyatheaceae,Cnemidaria,grandifolia,A,NC,NC
20891,Plantae,,,Cycadales,Cycadaceae,Cycas,lindstromii,A,II,II
20892,Plantae,,,Orchidales,Orchidaceae,Apatostelis,montana,A,II,II
20893,Plantae,,,Cyatheales,Cyatheaceae,Alsophila,decrescens,A,II,II
20894,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,blepharochilum,A,II,II
20895,Plantae,,,Gentianales,Apocynaceae,Pachypodium,ambongense,A,I,I
20896,Plantae,,,Sapindales,Rutaceae,Boronia,octandra,A,NC,NC
20897,Plantae,,,Caryophyllales,Cactaceae,Echinocereus,russanthus,A,II,II
20898,Plantae,,,Orchidales,Orchidaceae,Isochilus,latibracteatus,A,II,II
20899,Plantae,,,Orchidales,Orchidaceae,Coelogyne,peltastes,A,II,II
20900,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,afzelii,A,II,II
20901,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,falcibracteum,A,II,II
20902,Plantae,,,Orchidales,Orchidaceae,Disa,vaginata,A,II,II
20903,Plantae,,,Orchidales,Orchidaceae,Malaxis,lagotis,A,II,II
20904,Plantae,,,Orchidales,Orchidaceae,Dendrobium,distichophyllum,A,II,II
20905,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,ecornutum,A,II,II
20906,Plantae,,,Orchidales,Orchidaceae,Bulbophyllum,lichenophylax,A,II,II
